team,logo,elo,proj_record,proj_point_diff,make_playoffs,win_division,first_round_bye,win_superbowl,updated,make_div_round,make_conf_champ,make_superbowl
Cardinals,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ari.png&amp;w=56&amp;h=56,1644.0,14-3,172.82822,0.9849,0.67952,0.36438,0.12068,2021-10-28 07:27:00,,,
Rams,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/lar.png&amp;w=56&amp;h=56,1650.0,13-4,118.74738,0.96552,0.31254,0.15746,0.10472,2021-10-28 07:27:00,,,
Cowboys,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/dal.png&amp;w=56&amp;h=56,1613.0,12-5,112.26818,0.94166,0.91736,0.09224,0.06604,2021-10-28 07:27:00,,,
Packers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/gb.png&amp;w=56&amp;h=56,1617.0,12-5,60.01294,0.94344,0.83636,0.10412,0.06368,2021-10-28 07:27:00,,,
Chargers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/lac.png&amp;w=56&amp;h=56,1575.0,11-6,52.44498000000001,0.81758,0.55724,0.15798,0.06306,2021-10-28 07:27:00,,,
Ravens,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/bal.png&amp;w=56&amp;h=56,1596.0,11-6,55.9191,0.8013,0.36744,0.13364,0.05636,2021-10-28 07:27:00,,,
Titans,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ten.png&amp;w=56&amp;h=56,1569.0,11-6,75.87444,0.91206,0.8001,0.16818,0.04762,2021-10-28 07:27:00,,,
Bengals,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/cin.png&amp;w=56&amp;h=56,1554.0,11-6,90.32898,0.77796,0.4105,0.16262,0.03926,2021-10-28 07:27:00,,,
Saints,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/no.png&amp;w=56&amp;h=56,1575.0,10-7,70.65118000000002,0.7499,0.14438,0.02182,0.02678,2021-10-28 07:27:00,,,
Chiefs,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/kc.png&amp;w=56&amp;h=56,1570.0,9-8,13.91784,0.43152,0.1456,0.0073599999999999,0.02124,2021-10-28 07:27:00,,,
Browns,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/cle.png&amp;w=56&amp;h=56,1549.0,9-8,20.13972,0.50932,0.17866,0.02778,0.02038,2021-10-28 07:27:00,,,
Raiders,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/oak.png&amp;w=56&amp;h=56,1521.0,10-7,8.772860000000001,0.61634,0.25474,0.06102,0.01968,2021-10-28 07:27:00,,,
Colts,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ind.png&amp;w=56&amp;h=56,1542.0,9-8,50.49592,0.51088,0.19378,0.01128,0.01552,2021-10-28 07:27:00,,,
Vikings,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/min.png&amp;w=56&amp;h=56,1531.0,8-9,8.921339999999997,0.449,0.14044,0.00256,0.01066,2021-10-28 07:27:00,,,
Patriots,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ne.png&amp;w=56&amp;h=56,1503.0,8-9,26.03284,0.25582,0.07334,0.00688,0.0069599999999999,2021-10-28 07:27:00,,,
Steelers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/pit.png&amp;w=56&amp;h=56,1477.0,8-9,-44.01026,0.21544,0.0434,0.00834,0.00514,2021-10-28 07:27:00,,,
Seahawks,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/sea.png&amp;w=56&amp;h=56,1524.0,7-10,-0.07546,0.1675,0.00406,6.000000000000002e-05,0.00294,2021-10-28 07:27:00,,,
49ers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/sf.png&amp;w=56&amp;h=56,1483.0,7-10,-32.45094,0.1575,0.00388,8e-05,0.00204,2021-10-28 07:27:00,,,
Broncos,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/den.png&amp;w=56&amp;h=56,1451.0,7-10,-6.982260000000001,0.14532,0.04242,0.00088,0.00204,2021-10-28 07:27:00,,,
Falcons,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/atl.png&amp;w=56&amp;h=56,1444.0,8-9,-73.24136,0.19334,0.01054,0.00026,0.00136,2021-10-28 07:27:00,,,
Washington,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/wsh.png&amp;w=56&amp;h=56,1455.0,6-11,-103.70508,0.08022,0.03282,1e-05,0.00098,2021-10-28 07:27:00,,,
Bears,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/chi.png&amp;w=56&amp;h=56,1430.0,7-10,-98.24536,0.1384,0.02318,1e-05,0.00096,2021-10-28 07:27:00,,,
Eagles,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/phi.png&amp;w=56&amp;h=56,1428.0,7-10,-37.13742,0.13842,0.03668,1e-05,0.00094,2021-10-28 07:27:00,,,
Panthers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/car.png&amp;w=56&amp;h=56,1408.0,6-11,-63.29794,0.05414,0.00412,2e-05,0.00044,2021-10-28 07:27:00,,,
Giants,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/nyg.png&amp;w=56&amp;h=56,1426.0,6-11,-85.36842,0.05022,0.01314,1e-05,0.00026,2021-10-28 07:27:00,,,
Dolphins,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/mia.png&amp;w=56&amp;h=56,1412.0,6-11,-96.36124,0.02584,0.00494,2e-05,0.00024,2021-10-28 07:27:00,,,
Jaguars,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/jax.png&amp;w=56&amp;h=56,1320.0,4-13,-140.68746000000002,0.00732,0.0031,1e-05,2e-05,2021-10-28 07:27:00,,,
Texans,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/hou.png&amp;w=56&amp;h=56,1311.0,4-13,-180.9197,0.00562,0.00302,1e-05,2e-05,2021-10-28 07:27:00,,,
Jets,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/nyj.png&amp;w=56&amp;h=56,1307.0,4-13,-182.83774,0.00606,0.00164,2e-05,1e-05,2021-10-28 07:27:00,,,
Lions,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/det.png&amp;w=56&amp;h=56,1283.0,2-15,-168.60714,0.00052,2e-05,1e-05,1e-05,2021-10-28 07:27:00,,,
Buccaneers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/tb.png&amp;w=56&amp;h=56,1691.0,13-4,173.74686,0.9852,0.84116,0.29664,0.1724,2021-10-29 09:05:00,,,
Bills,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/buf.png&amp;w=56&amp;h=56,1659.0,12-5,202.4158,0.96274,0.92202,0.25668,0.13622,2021-10-29 09:05:00,,,
Rams,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/lar.png&amp;w=56&amp;h=56,1650.0,13-4,119.062,0.96464,0.42482,0.1837599999999999,0.1131799999999999,2021-10-29 09:05:00,,,
Packers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/gb.png&amp;w=56&amp;h=56,1631.0,13-4,73.42658,0.97826,0.8978799999999999,0.21622,0.0919,2021-10-29 09:05:00,,,
Cardinals,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ari.png&amp;w=56&amp;h=56,1618.0,13-4,155.97118,0.96894,0.56198,0.17128,0.0735,2021-10-29 09:05:00,,,
Cowboys,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/dal.png&amp;w=56&amp;h=56,1613.0,12-5,112.53108,0.93912,0.91658,0.10036,0.0661799999999999,2021-10-29 09:05:00,,,
Chargers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/lac.png&amp;w=56&amp;h=56,1575.0,11-6,51.77656,0.81406,0.55618,0.15798,0.0619799999999999,2021-10-29 09:05:00,,,
Ravens,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/bal.png&amp;w=56&amp;h=56,1596.0,11-6,54.37872,0.797,0.3627599999999999,0.12708,0.05542,2021-10-29 09:05:00,,,
Titans,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ten.png&amp;w=56&amp;h=56,1569.0,11-6,76.53922,0.91316,0.7979999999999999,0.17418,0.0492,2021-10-29 09:05:00,,,
Bengals,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/cin.png&amp;w=56&amp;h=56,1554.0,11-6,89.58118,0.77494,0.4056599999999999,0.15616,0.03908,2021-10-29 09:05:00,,,
Saints,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/no.png&amp;w=56&amp;h=56,1575.0,10-7,70.57268,0.7442,0.14318,0.02748,0.0272,2021-10-29 09:05:00,,,
Browns,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/cle.png&amp;w=56&amp;h=56,1549.0,9-8,20.95054,0.5161399999999999,0.18798,0.0298,0.02132,2021-10-29 09:05:00,,,
Chiefs,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/kc.png&amp;w=56&amp;h=56,1570.0,9-8,13.63476,0.42808,0.14512,0.0077,0.0206599999999999,2021-10-29 09:05:00,,,
Raiders,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/oak.png&amp;w=56&amp;h=56,1521.0,10-7,8.493739999999999,0.61602,0.25504,0.0604799999999999,0.01974,2021-10-29 09:05:00,,,
Colts,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ind.png&amp;w=56&amp;h=56,1542.0,9-8,51.3739,0.51372,0.19648,0.01346,0.01546,2021-10-29 09:05:00,,,
Vikings,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/min.png&amp;w=56&amp;h=56,1531.0,8-9,9.02128,0.44068,0.0894799999999999,0.0036,0.0101,2021-10-29 09:05:00,,,
Patriots,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ne.png&amp;w=56&amp;h=56,1503.0,8-9,26.18826,0.25748,0.07106,0.00724,0.0072,2021-10-29 09:05:00,,,
Steelers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/pit.png&amp;w=56&amp;h=56,1477.0,8-9,-44.31372,0.2144599999999999,0.0436,0.00784,0.0053799999999999,2021-10-29 09:05:00,,,
Seahawks,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/sea.png&amp;w=56&amp;h=56,1524.0,7-10,1.93218,0.17342,0.00722,0.0001,0.00366,2021-10-29 09:05:00,,,
49ers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/sf.png&amp;w=56&amp;h=56,1483.0,7-10,-31.28546,0.1599799999999999,0.00598,0.0001199999999999,0.0025,2021-10-29 09:05:00,,,
