team,logo,elo,proj_record,proj_point_diff,make_playoffs,win_division,first_round_bye,win_superbowl,updated,make_div_round,make_conf_champ,make_superbowl
Steelers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/pit.png&amp;w=56&amp;h=56,1471.0,,,0.1781,0.10552,6e-05,0.00192,2021-12-20 23:24:00,,,
Washington,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/wsh.png&amp;w=56&amp;h=56,1463.0,,,0.20098,0.0079,0.0,0.00162,2021-12-20 23:24:00,,,
Broncos,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/den.png&amp;w=56&amp;h=56,1462.0,,,0.04926,0.00176,1e-05,0.00064,2021-12-20 23:24:00,,,
Raiders,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/oak.png&amp;w=56&amp;h=56,1435.0,,,0.11066,0.0,0.0,0.0006,2021-12-20 23:24:00,,,
Seahawks,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/sea.png&amp;w=56&amp;h=56,1510.0,,,0.01756,0.0,0.0,0.00036,2021-12-20 23:24:00,,,
Falcons,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/atl.png&amp;w=56&amp;h=56,1401.0,,,0.01456,0.0,0.0,2e-05,2021-12-20 23:24:00,,,
Giants,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/nyg.png&amp;w=56&amp;h=56,1418.0,,,2e-05,0.0,0.0,1e-05,2021-12-20 23:24:00,,,
Panthers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/car.png&amp;w=56&amp;h=56,1409.0,,,0.00026,0.0,0.0,1e-05,2021-12-20 23:24:00,,,
Bears,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/chi.png&amp;w=56&amp;h=56,1381.0,,,1e-05,0.0,0.0,1e-05,2021-12-20 23:24:00,,,
Lions,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/det.png&amp;w=56&amp;h=56,1331.0,,,0.0,0.0,0.0,0.0,2021-12-20 23:24:00,,,
Texans,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/hou.png&amp;w=56&amp;h=56,1293.0,,,0.0,0.0,0.0,0.0,2021-12-20 23:24:00,,,
Jets,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/nyj.png&amp;w=56&amp;h=56,1269.0,,,0.0,0.0,0.0,0.0,2021-12-20 23:24:00,,,
Jaguars,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/jax.png&amp;w=56&amp;h=56,1220.0,,,0.0,0.0,0.0,0.0,2021-12-20 23:24:00,,,
Chiefs,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/kc.png&amp;w=56&amp;h=56,1677.0,,,0.99416,0.94794,0.61896,0.2367,2021-12-21 08:00:00,,,
Packers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/gb.png&amp;w=56&amp;h=56,1666.0,,,1.0,1.0,0.78302,0.2356,2021-12-21 08:00:00,,,
Patriots,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ne.png&amp;w=56&amp;h=56,1619.0,,,0.97866,0.66548,0.22838,0.09528,2021-12-21 08:00:00,,,
Buccaneers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/tb.png&amp;w=56&amp;h=56,1617.0,,,0.99982,0.99664,0.05448,0.08584,2021-12-21 08:00:00,,,
Cowboys,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/dal.png&amp;w=56&amp;h=56,1586.0,,,0.99999,0.9918,0.1428,0.0644,2021-12-21 08:00:00,,,
Rams,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/lar.png&amp;w=56&amp;h=56,1597.0,,,0.95166,0.33328,0.01036,0.05856,2021-12-21 08:00:00,,,
Colts,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ind.png&amp;w=56&amp;h=56,1602.0,,,0.89096,0.15972,0.0136,0.04222,2021-12-21 08:00:00,,,
Bills,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/buf.png&amp;w=56&amp;h=56,1593.0,,,0.76292,0.33238,0.00572,0.03624,2021-12-21 08:00:00,,,
Titans,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ten.png&amp;w=56&amp;h=56,1524.0,,,0.946,0.84028,0.10886,0.02886,2021-12-21 08:00:00,,,
Cardinals,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ari.png&amp;w=56&amp;h=56,1545.0,,,0.9989,0.6455,0.00934,0.0264,2021-12-21 08:00:00,,,
Chargers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/lac.png&amp;w=56&amp;h=56,1558.0,,,0.75912,0.04972,0.00866,0.02204,2021-12-21 08:00:00,,,
49ers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/sf.png&amp;w=56&amp;h=56,1567.0,,,0.78948,0.02122,0.0,0.01744,2021-12-21 08:00:00,,,
Ravens,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/bal.png&amp;w=56&amp;h=56,1540.0,,,0.56954,0.39838,0.0039,0.01576,2021-12-21 08:00:00,,,
Bengals,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/cin.png&amp;w=56&amp;h=56,1508.0,,,0.5014,0.37912,0.01182,0.01078,2021-12-21 08:00:00,,,
Saints,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/no.png&amp;w=56&amp;h=56,1579.0,,,0.46884,0.00336,0.0,0.00462,2021-12-21 08:00:00,,,
Vikings,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/min.png&amp;w=56&amp;h=56,1514.0,,,0.2931,0.0,0.0,0.00436,2021-12-21 08:00:00,,,
Browns,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/cle.png&amp;w=56&amp;h=56,1504.0,,,0.15224,0.11726,1e-05,0.00338,2021-12-21 08:00:00,,,
Eagles,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/phi.png&amp;w=56&amp;h=56,1494.0,,,0.26372,1e-05,0.0,0.00316,2021-12-21 08:00:00,,,
Dolphins,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/mia.png&amp;w=56&amp;h=56,1537.0,,,0.10752,0.00214,1e-05,0.00284,2021-12-21 08:00:00,,,
Steelers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/pit.png&amp;w=56&amp;h=56,1471.0,,,0.17746,0.10524,0.0001,0.0025,2021-12-21 08:00:00,,,
Washington,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/wsh.png&amp;w=56&amp;h=56,1463.0,,,0.1989,0.0082,0.0,0.00142,2021-12-21 08:00:00,,,
Broncos,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/den.png&amp;w=56&amp;h=56,1462.0,,,0.05194,0.00234,1e-05,0.00064,2021-12-21 08:00:00,,,
Raiders,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/oak.png&amp;w=56&amp;h=56,1435.0,,,0.10808,0.0,0.0,0.0006,2021-12-21 08:00:00,,,
Seahawks,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/sea.png&amp;w=56&amp;h=56,1510.0,,,0.01974,0.0,0.0,0.0003,2021-12-21 08:00:00,,,
Falcons,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/atl.png&amp;w=56&amp;h=56,1401.0,,,0.01558,0.0,0.0,6e-05,2021-12-21 08:00:00,,,
Giants,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/nyg.png&amp;w=56&amp;h=56,1418.0,,,1e-05,0.0,0.0,1e-05,2021-12-21 08:00:00,,,
Panthers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/car.png&amp;w=56&amp;h=56,1409.0,,,0.00026,0.0,0.0,1e-05,2021-12-21 08:00:00,,,
Bears,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/chi.png&amp;w=56&amp;h=56,1381.0,,,0.0,0.0,0.0,0.0,2021-12-21 08:00:00,,,
Lions,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/det.png&amp;w=56&amp;h=56,1331.0,,,0.0,0.0,0.0,0.0,2021-12-21 08:00:00,,,
Texans,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/hou.png&amp;w=56&amp;h=56,1293.0,,,0.0,0.0,0.0,0.0,2021-12-21 08:00:00,,,
Jets,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/nyj.png&amp;w=56&amp;h=56,1269.0,,,0.0,0.0,0.0,0.0,2021-12-21 08:00:00,,,
Jaguars,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/jax.png&amp;w=56&amp;h=56,1220.0,,,0.0,0.0,0.0,0.0,2021-12-21 08:00:00,,,
Chiefs,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/kc.png&amp;w=56&amp;h=56,1677.0,,,0.99538,0.94944,0.61834,0.23662,2021-12-21 14:21:00,,,
Packers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/gb.png&amp;w=56&amp;h=56,1666.0,,,1.0,1.0,0.78544,0.23538,2021-12-21 14:21:00,,,
Patriots,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ne.png&amp;w=56&amp;h=56,1619.0,,,0.97762,0.66262,0.23058,0.09542,2021-12-21 14:21:00,,,
Buccaneers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/tb.png&amp;w=56&amp;h=56,1617.0,,,0.99992,0.99706,0.0554,0.08704,2021-12-21 14:21:00,,,
Cowboys,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/dal.png&amp;w=56&amp;h=56,1586.0,,,0.99999,0.99338,0.13998,0.06246,2021-12-21 14:21:00,,,
Rams,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/lar.png&amp;w=56&amp;h=56,1597.0,,,0.95448,0.33078,0.01002,0.05886,2021-12-21 14:21:00,,,
Colts,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ind.png&amp;w=56&amp;h=56,1602.0,,,0.89012,0.1607,0.01428,0.04302,2021-12-21 14:21:00,,,
Bills,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/buf.png&amp;w=56&amp;h=56,1593.0,,,0.76462,0.33482,0.00482,0.03672,2021-12-21 14:21:00,,,
Cardinals,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ari.png&amp;w=56&amp;h=56,1545.0,,,0.9989,0.649,0.00916,0.0268,2021-12-21 14:21:00,,,
Titans,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ten.png&amp;w=56&amp;h=56,1524.0,,,0.94438,0.8393,0.10876,0.02514,2021-12-21 14:21:00,,,
Chargers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/lac.png&amp;w=56&amp;h=56,1558.0,,,0.75906,0.04856,0.00784,0.02278,2021-12-21 14:21:00,,,
49ers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/sf.png&amp;w=56&amp;h=56,1567.0,,,0.7925,0.02022,0.0,0.01804,2021-12-21 14:21:00,,,
Ravens,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/bal.png&amp;w=56&amp;h=56,1540.0,,,0.56982,0.39686,0.00368,0.01666,2021-12-21 14:21:00,,,
Bengals,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/cin.png&amp;w=56&amp;h=56,1508.0,,,0.49972,0.37914,0.01164,0.01096,2021-12-21 14:21:00,,,
Saints,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/no.png&amp;w=56&amp;h=56,1579.0,,,0.46786,0.00294,0.0,0.00496,2021-12-21 14:21:00,,,
Vikings,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/min.png&amp;w=56&amp;h=56,1514.0,,,0.2974,0.0,0.0,0.00426,2021-12-21 14:21:00,,,
Browns,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/cle.png&amp;w=56&amp;h=56,1504.0,,,0.15358,0.11978,1e-05,0.00384,2021-12-21 14:21:00,,,
Dolphins,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/mia.png&amp;w=56&amp;h=56,1537.0,,,0.10986,0.00256,1e-05,0.00324,2021-12-21 14:21:00,,,
Eagles,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/phi.png&amp;w=56&amp;h=56,1494.0,,,0.28342,1e-05,0.0,0.00314,2021-12-21 14:21:00,,,
Steelers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/pit.png&amp;w=56&amp;h=56,1471.0,,,0.1756,0.10422,6e-05,0.00188,2021-12-21 14:21:00,,,
Washington,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/wsh.png&amp;w=56&amp;h=56,1463.0,,,0.17082,0.00662,0.0,0.00126,2021-12-21 14:21:00,,,
Broncos,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/den.png&amp;w=56&amp;h=56,1462.0,,,0.0502,0.002,1e-05,0.00062,2021-12-21 14:21:00,,,
Raiders,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/oak.png&amp;w=56&amp;h=56,1435.0,,,0.11004,0.0,0.0,0.00058,2021-12-21 14:21:00,,,
Seahawks,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/sea.png&amp;w=56&amp;h=56,1510.0,,,0.01896,0.0,0.0,0.0003,2021-12-21 14:21:00,,,
Falcons,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/atl.png&amp;w=56&amp;h=56,1401.0,,,0.01542,0.0,0.0,2e-05,2021-12-21 14:21:00,,,
Giants,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/nyg.png&amp;w=56&amp;h=56,1418.0,,,1e-05,0.0,0.0,1e-05,2021-12-21 14:21:00,,,
Panthers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/car.png&amp;w=56&amp;h=56,1409.0,,,0.00032,0.0,0.0,1e-05,2021-12-21 14:21:00,,,
Bears,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/chi.png&amp;w=56&amp;h=56,1381.0,,,0.0,0.0,0.0,0.0,2021-12-21 14:21:00,,,
Lions,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/det.png&amp;w=56&amp;h=56,1331.0,,,0.0,0.0,0.0,0.0,2021-12-21 14:21:00,,,
Texans,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/hou.png&amp;w=56&amp;h=56,1293.0,,,0.0,0.0,0.0,0.0,2021-12-21 14:21:00,,,
Jets,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/nyj.png&amp;w=56&amp;h=56,1269.0,,,0.0,0.0,0.0,0.0,2021-12-21 14:21:00,,,
Jaguars,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/jax.png&amp;w=56&amp;h=56,1220.0,,,0.0,0.0,0.0,0.0,2021-12-21 14:21:00,,,
Chiefs,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/kc.png&amp;w=56&amp;h=56,1677.0,,,0.99498,0.94784,0.61692,0.23474,2021-12-21 22:08:00,,,
Packers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/gb.png&amp;w=56&amp;h=56,1666.0,,,1.0,1.0,0.78894,0.2341,2021-12-21 22:08:00,,,
Patriots,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ne.png&amp;w=56&amp;h=56,1619.0,,,0.97782,0.66126,0.2301,0.09824,2021-12-21 22:08:00,,,
Buccaneers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/tb.png&amp;w=56&amp;h=56,1617.0,,,0.9998,0.99658,0.05268,0.08274,2021-12-21 22:08:00,,,
Rams,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/lar.png&amp;w=56&amp;h=56,1603.0,,,0.98866,0.40444,0.0134,0.06346,2021-12-21 22:08:00,,,
Cowboys,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/dal.png&amp;w=56&amp;h=56,1586.0,,,0.99999,0.99999,0.13628,0.06286,2021-12-21 22:08:00,,,
Colts,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ind.png&amp;w=56&amp;h=56,1602.0,,,0.89038,0.15772,0.01392,0.04354,2021-12-21 22:08:00,,,
Bills,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/buf.png&amp;w=56&amp;h=56,1593.0,,,0.76882,0.3366,0.0059,0.03656,2021-12-21 22:08:00,,,
Titans,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ten.png&amp;w=56&amp;h=56,1524.0,,,0.94428,0.84228,0.10882,0.02716,2021-12-21 22:08:00,,,
Cardinals,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ari.png&amp;w=56&amp;h=56,1545.0,,,0.99834,0.57916,0.0087,0.02552,2021-12-21 22:08:00,,,
Chargers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/lac.png&amp;w=56&amp;h=56,1558.0,,,0.75788,0.05016,0.00944,0.02282,2021-12-21 22:08:00,,,
49ers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/sf.png&amp;w=56&amp;h=56,1567.0,,,0.80872,0.0164,0.0,0.01758,2021-12-21 22:08:00,,,
Ravens,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/bal.png&amp;w=56&amp;h=56,1540.0,,,0.5622,0.39016,0.00314,0.01696,2021-12-21 22:08:00,,,
Bengals,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/cin.png&amp;w=56&amp;h=56,1508.0,,,0.50608,0.3838,0.01172,0.0113,2021-12-21 22:08:00,,,
Eagles,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/phi.png&amp;w=56&amp;h=56,1511.0,,,0.36254,1e-05,0.0,0.00452,2021-12-21 22:08:00,,,
Saints,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/no.png&amp;w=56&amp;h=56,1579.0,,,0.45128,0.00342,0.0,0.0044,2021-12-21 22:08:00,,,
Vikings,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/min.png&amp;w=56&amp;h=56,1514.0,,,0.2885,0.0,0.0,0.00378,2021-12-21 22:08:00,,,
Browns,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/cle.png&amp;w=56&amp;h=56,1504.0,,,0.1552,0.12082,1e-05,0.00342,2021-12-21 22:08:00,,,
Dolphins,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/mia.png&amp;w=56&amp;h=56,1537.0,,,0.10908,0.00214,1e-05,0.00264,2021-12-21 22:08:00,,,
Steelers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/pit.png&amp;w=56&amp;h=56,1471.0,,,0.17666,0.10522,4e-05,0.00198,2021-12-21 22:08:00,,,
Broncos,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/den.png&amp;w=56&amp;h=56,1462.0,,,0.05014,0.002,1e-05,0.00068,2021-12-21 22:08:00,,,
Raiders,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/oak.png&amp;w=56&amp;h=56,1435.0,,,0.10648,0.0,0.0,0.00062,2021-12-21 22:08:00,,,
Washington,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/wsh.png&amp;w=56&amp;h=56,1456.0,,,0.0852,0.0,0.0,0.00038,2021-12-21 22:08:00,,,
Seahawks,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/sea.png&amp;w=56&amp;h=56,1487.0,,,0.00056,0.0,0.0,1e-05,2021-12-21 22:08:00,,,
Giants,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/nyg.png&amp;w=56&amp;h=56,1418.0,,,2e-05,0.0,0.0,1e-05,2021-12-21 22:08:00,,,
Panthers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/car.png&amp;w=56&amp;h=56,1409.0,,,0.00058,0.0,0.0,1e-05,2021-12-21 22:08:00,,,
Falcons,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/atl.png&amp;w=56&amp;h=56,1401.0,,,0.0158,0.0,0.0,1e-05,2021-12-21 22:08:00,,,
Bears,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/chi.png&amp;w=56&amp;h=56,1381.0,,,0.0,0.0,0.0,0.0,2021-12-21 22:08:00,,,
Lions,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/det.png&amp;w=56&amp;h=56,1331.0,,,0.0,0.0,0.0,0.0,2021-12-21 22:08:00,,,
Texans,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/hou.png&amp;w=56&amp;h=56,1293.0,,,0.0,0.0,0.0,0.0,2021-12-21 22:08:00,,,
Jets,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/nyj.png&amp;w=56&amp;h=56,1269.0,,,0.0,0.0,0.0,0.0,2021-12-21 22:08:00,,,
Jaguars,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/jax.png&amp;w=56&amp;h=56,1220.0,,,0.0,0.0,0.0,0.0,2021-12-21 22:08:00,,,
Packers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/gb.png&amp;w=56&amp;h=56,1666.0,,,1.0,1.0,0.78942,0.23494,2021-12-23 12:11:00,,,
Chiefs,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/kc.png&amp;w=56&amp;h=56,1677.0,,,0.99504,0.94788,0.6139,0.23038,2021-12-23 12:11:00,,,
Patriots,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ne.png&amp;w=56&amp;h=56,1619.0,,,0.97568,0.66044,0.23088,0.09694,2021-12-23 12:11:00,,,
Buccaneers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/tb.png&amp;w=56&amp;h=56,1617.0,,,0.99988,0.99688,0.0538,0.08328,2021-12-23 12:11:00,,,
Rams,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/lar.png&amp;w=56&amp;h=56,1603.0,,,0.98912,0.39926,0.01318,0.06278,2021-12-23 12:11:00,,,
Cowboys,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/dal.png&amp;w=56&amp;h=56,1586.0,,,0.99999,0.99999,0.1339,0.06206,2021-12-23 12:11:00,,,
Colts,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ind.png&amp;w=56&amp;h=56,1602.0,,,0.8912,0.1594,0.01342,0.04366,2021-12-23 12:11:00,,,
Bills,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/buf.png&amp;w=56&amp;h=56,1593.0,,,0.76472,0.33754,0.0061,0.03828,2021-12-23 12:11:00,,,
Titans,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ten.png&amp;w=56&amp;h=56,1524.0,,,0.94362,0.8406,0.11046,0.0282,2021-12-23 12:11:00,,,
Cardinals,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/ari.png&amp;w=56&amp;h=56,1545.0,,,0.99868,0.58436,0.0097,0.02566,2021-12-23 12:11:00,,,
Chargers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/lac.png&amp;w=56&amp;h=56,1558.0,,,0.75528,0.05038,0.00866,0.0225,2021-12-23 12:11:00,,,
49ers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/sf.png&amp;w=56&amp;h=56,1567.0,,,0.81028,0.01638,0.0,0.0191,2021-12-23 12:11:00,,,
Ravens,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/bal.png&amp;w=56&amp;h=56,1540.0,,,0.57178,0.3969,0.0041,0.01688,2021-12-23 12:11:00,,,
Bengals,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/cin.png&amp;w=56&amp;h=56,1508.0,,,0.50468,0.38234,0.01242,0.01164,2021-12-23 12:11:00,,,
Saints,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/no.png&amp;w=56&amp;h=56,1512.0,,,0.43812,0.00312,0.0,0.0048,2021-12-23 12:11:00,,,
Eagles,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/phi.png&amp;w=56&amp;h=56,1511.0,,,0.3652,1e-05,0.0,0.00432,2021-12-23 12:11:00,,,
Vikings,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/min.png&amp;w=56&amp;h=56,1514.0,,,0.29218,0.0,0.0,0.0042,2021-12-23 12:11:00,,,
Dolphins,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/mia.png&amp;w=56&amp;h=56,1537.0,,,0.1148,0.00202,1e-05,0.0034,2021-12-23 12:11:00,,,
Browns,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/cle.png&amp;w=56&amp;h=56,1504.0,,,0.15066,0.11716,1e-05,0.00306,2021-12-23 12:11:00,,,
Steelers,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/pit.png&amp;w=56&amp;h=56,1471.0,,,0.17492,0.1036,6e-05,0.00216,2021-12-23 12:11:00,,,
Washington,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/wsh.png&amp;w=56&amp;h=56,1456.0,,,0.08996,0.0,0.0,0.00062,2021-12-23 12:11:00,,,
Broncos,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/den.png&amp;w=56&amp;h=56,1462.0,,,0.04998,0.00174,1e-05,0.0006,2021-12-23 12:11:00,,,
Raiders,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/oak.png&amp;w=56&amp;h=56,1435.0,,,0.10764,0.0,0.0,0.00052,2021-12-23 12:11:00,,,
Seahawks,https://secure.espn.com/combiner/i?img=/i/teamlogos/nfl/500/scoreboard/sea.png&amp;w=56&amp;h=56,1487.0,,,0.0004,0.0,0.0,2e-05,2021-12-23 12:11:00,,,
